,,,,,,,,,,,,,,,,,,
,1.0,0.0,7.674403432577682e-09,2.9891783887622484e-12,7.47329202880747e-05,0.0,0.0,1.5104598437733377e-14,0.0,0.0,1.1017297885015751e-07,,2.6625051978948315e-08,6.751500615579084e-10,0.0,4.099531004866152e-06,0.0,0.0004116403634424685
,0.0,0.999999999999999,0.0,2.553558808137099e-06,0.0,0.0,0.0,9.64840430451055e-10,0.0,1.0592594239641533e-06,6.225575764785823e-12,,0.0,0.0,1.0114449963493e-08,0.0,2.064570808396891e-07,0.0
,7.674403432577682e-09,0.0,0.999999999999999,0.0,1.9484786858431784e-20,0.0,0.0,2.132669057195871e-11,0.008719885249952968,2.2790507124699806e-07,0.0,,2.0207098106376302e-08,2.05069213437657e-08,0.0,0.0,0.0,3.5435671074769243e-12
,2.9891783887622484e-12,2.5535588081371017e-06,0.0,1.0,0.00019140562827545219,0.0,6.579372925083423e-09,0.0,7.97269038168609e-11,0.0,1.5775669268786377e-06,,0.0,0.0,0.0,0.0,0.0,2.882072035022674e-09
,7.47329202880748e-05,0.0,1.9484786858431784e-20,0.00019140562827545219,0.999999999999998,0.0,0.0,0.0010647940989030977,5.6717317000557785e-18,0.0,8.402999099917776e-09,,1.317799049143025e-09,2.26191312303917e-16,0.0,0.0009600866715671991,0.0,0.0007440455582205266
,0.0,0.0,0.0,0.0,0.0,1.0,0.003094957243273869,7.753517621722801e-06,0.0,0.0,0.0,,0.0,1.8710853045509645e-08,0.0,0.0024032410932141803,0.0,0.0
,0.0,0.0,0.0,6.579372925083416e-09,0.0,0.003094957243273869,1.0,0.0,0.0,0.0,0.0,,0.0,9.82137472378249e-06,6.140077854843573e-10,0.0021186958583119912,0.0,4.076213130882404e-13
,1.5104598437733362e-14,9.648404304510562e-10,2.132669057195871e-11,0.0,0.0010647940989030977,7.753517621722801e-06,0.0,1.0,0.0,0.0,2.3360440087452688e-08,,1.6499245303690093e-05,4.494762149068494e-06,0.0,2.672770936745521e-06,0.0,5.704548345022174e-06
,0.0,0.0,0.008719885249952968,7.97269038168609e-11,5.6717317000557785e-18,0.0,0.0,0.0,1.0,0.0019272097427186423,0.0,,3.43560658742893e-09,0.0,3.9912969662160334e-07,0.0,0.0,0.0
,0.0,1.059259423964152e-06,2.2790507124699806e-07,0.0,0.0,0.0,0.0,0.0,0.0019272097427186442,1.0,0.0,,0.0,0.0,0.0006792006106822383,0.0,0.0,0.0
,1.1017297885015767e-07,6.225575764785829e-12,0.0,1.5775669268786377e-06,8.402999099917792e-09,0.0,0.0,2.3360440087452688e-08,0.0,0.0,1.0,,0.00043374125182089293,3.9813054383454105e-07,8.43558784422597e-09,0.0,3.912808977537541e-08,0.00832272270601765
,,,,,,,,,,,,,,,,,,
,2.662505197894827e-08,0.0,2.0207098106376302e-08,0.0,1.317799049143025e-09,0.0,0.0,1.649924530369012e-05,3.435606587428934e-09,0.0,0.00043374125182089293,,1.0,0.006985723938490123,0.0,1.1780939916876856e-08,0.0,1.946121416384947e-05
,6.751500615579084e-10,0.0,2.05069213437657e-08,0.0,2.2619131230391737e-16,1.871085304550968e-08,9.82137472378249e-06,4.494762149068494e-06,0.0,0.0,3.981305438345416e-07,,0.006985723938490123,1.0,0.0,2.9341646530084348e-08,0.0,8.336302927787194e-33
,0.0,1.0114449963493e-08,0.0,0.0,0.0,0.0,6.140077854843581e-10,0.0,3.991296966216038e-07,0.0006792006106822391,8.43558784422597e-09,,0.0,0.0,1.0,4.52995366319093e-12,0.0,0.0004378127442505194
,4.09953100486616e-06,0.0,0.0,0.0,0.0009600866715671991,0.0024032410932141755,0.0021186958583119912,2.672770936745521e-06,0.0,0.0,0.0,,1.1780939916876877e-08,2.9341646530084348e-08,4.52995366319093e-12,1.0,0.0,6.216909301201343e-06
,0.0,2.064570808396891e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912808977537548e-08,,0.0,0.0,0.0,0.0,1.0,4.439202223152807e-09
,0.0004116403634424685,0.0,3.5435671074769243e-12,2.8820720350226708e-09,0.0007440455582205257,0.0,4.07621313088241e-13,5.704548345022164e-06,0.0,0.0,0.008322722706017664,,1.946121416384944e-05,8.336302927787179e-33,0.0004378127442505194,6.216909301201343e-06,4.439202223152811e-09,1.0
